barrio;inicial;priminc;primcomp;secinc;seccomp;terinc;tercomp;univinc;univcomp;posinc;poscomp;sabeleer;nosabeleer;cobertura;nocobertura;ocupados;desocupados;inactivos;nbi1;nbi2;nbi3;nbi4;nbi5;sinpriv;privpat;privrec;privconv;casa;rancho;casilla;departamento;piezaolocal;uno;dos;tres;cuatro;cinco;seis;siete;ochoomas
1 de Mayo;0.0254331;0.145226686;0.298193881;0.254699595;0.165499447;0.0254331;0.029487652;0.037596756;0.016218209;0.001474383;0.000737191;0.956239531;0.025125628;0.641837871;0.358162129;0.557897545;0.052161153;0.389941302;0.091994737;0.005161421;0.009209594;0.00070843;0.003643356;0.911648619;0.055055156;0.026313126;0.006983099;0.822457164;0.003281079;0.000729129;0.169886985;0.003645643;0.11155669;0.187021509;0.211811885;0.2198323;0.129420343;0.077287641;0.039737514;0.023332118
2 de Septiembre;0.055944056;0.237762238;0.41958042;0.206293706;0.054195804;0.006993007;0.006993007;0.012237762;0;0;0;0.92721519;0.049841772;0.190854119;0.809145881;0.581002331;0.058275058;0.360722611;0.259637188;0.011337868;0.032879819;0;0.037414966;0.832199546;0.123204837;0.0287226;0.015873016;0.977777778;0.006837607;0.008547009;0.003418803;0.003418803;0.066666667;0.133333333;0.152136752;0.18974359;0.170940171;0.114529915;0.08034188;0.092307692
20 de Junio;0.033112583;0.317880795;0.337748344;0.158940397;0.099337748;0.01986755;0.013245033;0.01986755;0;0;0;0.928571429;0.047077922;0.386398764;0.613601236;0.52967033;0.116483516;0.353846154;0.188562597;0.035548686;0.023183926;0;0.041731066;0.808346213;0.14374034;0.020092736;0.027820711;0.831168831;0;0;0.123376623;0.045454545;0.051948052;0.194805195;0.194805195;0.175324675;0.123376623;0.090909091;0.103896104;0.064935065
23 de Abril;0.105515588;0.153477218;0.369304556;0.251798561;0.088729017;0.009592326;0.007194245;0.007194245;0.007194245;0;0;0.943200437;0.026215183;0.472059606;0.527940394;0.594516595;0.06998557;0.335497835;0.299095263;0;0.019691325;0;0.019159127;0.863757318;0.110697179;0.023416711;0.002128792;0.983412322;0;0;0.016587678;0;0.068720379;0.154028436;0.154028436;0.196682464;0.1492891;0.090047393;0.087677725;0.099526066
25 de Mayo;0.118181818;0.190909091;0.427272727;0.2;0.027272727;0.009090909;0.009090909;0.018181818;0;0;0;0.933649289;0.061611374;0.434684685;0.565315315;0.539215686;0.075163399;0.385620915;0.252252252;0.002252252;0.036036036;0;0.056306306;0.641891892;0.308558559;0.009009009;0.040540541;0.930434783;0.008695652;0;0.052173913;0.008695652;0.2;0.113043478;0.139130435;0.217391304;0.104347826;0.086956522;0.069565217;0.069565217
4 de Febrero;0.012048193;0.21686747;0.469879518;0.204819277;0.084337349;0;0.012048193;0;0;0;0;1.007692308;0.035897436;0.317016317;0.682983683;0.583038869;0.042402827;0.374558304;0.03962704;0.009324009;0.020979021;0;0;0.850815851;0.058275058;0.055944056;0.034965035;0.980769231;0.009615385;0;0;0.009615385;0.096153846;0.144230769;0.211538462;0.163461538;0.076923077;0.086538462;0.221153846;0
Achaval Peña;0.071729958;0.063291139;0.286919831;0.244725738;0.151898734;0.012658228;0.033755274;0.05907173;0.071729958;0;0.004219409;1.017473118;0.02016129;0.604968944;0.395031056;0.573667712;0.029780564;0.396551724;0.108074534;0.016149068;0;0;0;0.857142857;0.067080745;0.060869565;0.014906832;0.912863071;0.004149378;0.01659751;0.062240664;0.004149378;0.161825726;0.244813278;0.20746888;0.153526971;0.107883817;0.062240664;0.020746888;0.041493776
Acosta;0.024283935;0.156911582;0.303860523;0.254047323;0.156288917;0.020547945;0.02117061;0.04358655;0.018057285;0;0.00124533;0.957150509;0.032315658;0.584544367;0.415455633;0.557074504;0.053998633;0.388926863;0.11335271;0.003932296;0.009745256;0.001196786;0.001025816;0.899469995;0.058129595;0.035732604;0.006667806;0.817737003;0;0.001223242;0.174923547;0.006116208;0.137003058;0.197553517;0.206727829;0.18470948;0.121712538;0.06911315;0.049541284;0.033639144
Aeronáutico;0.013888889;0.041666667;0.166666667;0.143518519;0.25462963;0.037037037;0.111111111;0.143518519;0.083333333;0.00462963;0;0.933250927;0.029666255;0.807142857;0.192857143;0.653198653;0.062289562;0.284511785;0.058333333;0;0.00952381;0;0.007142857;0.858333333;0.104761905;0.019047619;0.017857143;0.968181818;0;0;0.031818182;0;0.072727273;0.15;0.231818182;0.209090909;0.163636364;0.118181818;0.05;0.004545455
Aeropuerto;0.091922006;0.325905292;0.323119777;0.17270195;0.066852368;0.002785515;0.005571031;0.008356546;0.002785515;0;0;0.898965792;0.08035004;0.254857997;0.745142003;0.634146341;0.054587689;0.31126597;0.254110613;0.651718984;0.060538117;0;0.032884903;0.170403587;0.769058296;0.006726457;0.053811659;0.311111111;0.041666667;0.644444444;0.002777778;0;0.133333333;0.169444444;0.219444444;0.166666667;0.158333333;0.055555556;0.05;0.047222222
Aires del Sur - Parque Alameda;1;0;0;0;0;0;0;0;0;0;0;1.015625;0.0390625;0.920863309;0.079136691;0.677083333;0.03125;0.291666667;0;0;0;0;0;0.90647482;0.014388489;0.079136691;0;1;0;0;0;0;0.033333333;0.066666667;0.1;0.266666667;0.233333333;0.166666667;0.133333333;0
Alberdi;0.019725669;0.017570216;0.055453952;0.071195297;0.164859569;0.053690398;0.098236447;0.272893534;0.193337688;0.02194644;0.03109079;1.049087579;0.013212113;0.798773624;0.201226376;0.655381591;0.036430798;0.30818761;0.025416198;0.036376563;0.005154334;0.000414717;0.000177736;0.856448842;0.049351265;0.06780615;0.003791694;0.182334711;0.000129132;0.000258264;0.779313017;0.037964876;0.382683368;0.332902893;0.148050103;0.080061983;0.03473657;0.012267562;0.006714876;0.002582645
Alborada Norte;0;0.015503876;0.11627907;0.201550388;0.217054264;0.069767442;0.085271318;0.124031008;0.139534884;0.015503876;0.015503876;0.952702703;0.011261261;0.768018018;0.231981982;0.594972067;0.027932961;0.377094972;0.04954955;0;0;0;0;0.898648649;0.101351351;0;0;0.961538462;0;0;0.038461538;0;0.1;0.215384615;0.276923077;0.169230769;0.146153846;0.046153846;0.038461538;0.007692308
Alborada Sur;0.035294118;0.094117647;0.082352941;0.082352941;0.2;0.035294118;0.117647059;0.141176471;0.188235294;0.011764706;0.011764706;0.975862069;0.003448276;0.857142857;0.142857143;0.636;0.016;0.348;0.068027211;0;0;0;0;0.914965986;0.071428571;0.013605442;0;0.976470588;0;0;0.023529412;0;0.094117647;0.305882353;0.164705882;0.188235294;0.105882353;0.082352941;0.035294118;0.023529412
Alejandro Centeno;0.002518892;0.022670025;0.060453401;0.120906801;0.183879093;0.055415617;0.113350126;0.161209068;0.249370277;0.010075567;0.020151134;0.985472155;0.00968523;0.892659826;0.107340174;0.608615949;0.025664528;0.365719523;0.007103394;0;0;0;0;0.965272297;0.012628256;0.022099448;0;0.95410628;0;0;0.04589372;0;0.137681159;0.282608696;0.212560386;0.183574879;0.132850242;0.038647343;0.009661836;0.002415459
Almirante Brown;0.019607843;0.065359477;0.326797386;0.261437908;0.241830065;0.006535948;0.058823529;0.013071895;0.006535948;0;0;0.963210702;0.025083612;0.591503268;0.408496732;0.571115974;0.039387309;0.389496718;0.08496732;0;0.022875817;0;0;0.934640523;0.04248366;0.006535948;0.016339869;0.967320261;0;0;0.032679739;0;0.039215686;0.169934641;0.169934641;0.320261438;0.124183007;0.08496732;0.052287582;0.039215686
Alta Córdoba;0.045726141;0.045062241;0.125145228;0.131452282;0.189211618;0.042157676;0.087302905;0.142074689;0.159419087;0.010456432;0.021991701;0.986962269;0.017573901;0.772052502;0.227947498;0.60601754;0.045096884;0.348885577;0.032928297;0.034733765;0.002435949;0.000200608;0.002550582;0.871238608;0.082736287;0.023442426;0.007049923;0.622632266;0.003837361;0.020248204;0.344137818;0.00914435;0.226894187;0.286414108;0.1910516;0.156678641;0.077563684;0.032821685;0.020411496;0.008164598
Altamira;0.018133333;0.085333333;0.2176;0.2256;0.2032;0.029866667;0.0624;0.084266667;0.065066667;0.002133333;0.0064;0.966071136;0.016062941;0.742889282;0.257110718;0.556014964;0.039180941;0.404804095;0.040334244;0.002089025;0.001606942;0.002249719;0.000160694;0.953880765;0.026514543;0.014783866;0.004820826;0.896117524;0.001049318;0.000524659;0.099685205;0.002623295;0.144805876;0.242917104;0.206190976;0.190975866;0.108079748;0.060860441;0.034627492;0.011542497
Alto Alberdi;0.024206672;0.072721725;0.162632221;0.173413344;0.192127746;0.044446705;0.073331977;0.123677787;0.112184703;0.005695688;0.015561432;0.965808568;0.020408839;0.734373998;0.265626002;0.603958007;0.040464985;0.355577008;0.054106032;0.011218668;0.004711841;0.000224373;0.003205334;0.917975511;0.049490352;0.023463043;0.005096481;0.737015253;0.001894128;0.001993819;0.247233576;0.011863224;0.181537235;0.25281627;0.2039677;0.172066594;0.10098694;0.048449806;0.027215632;0.012959825
Alto de Don Bosco;0.011173184;0.033519553;0.12849162;0.150837989;0.245810056;0.067039106;0.061452514;0.156424581;0.100558659;0;0.044692737;0.952224053;0.013179572;0.876221498;0.123778502;0.634249471;0.040169133;0.325581395;0.016286645;0.006514658;0.001628664;0;0;0.923452769;0.06514658;0.008143322;0.003257329;0.972375691;0;0;0.016574586;0.011049724;0.138121547;0.187845304;0.226519337;0.220994475;0.127071823;0.060773481;0.022099448;0.016574586
Alto de Santa Ana;0.024324324;0.043243243;0.183783784;0.167567568;0.272972973;0.045945946;0.075675676;0.105405405;0.064864865;0.008108108;0.008108108;0.994577847;0.017041053;0.821868211;0.178131789;0.598019802;0.041584158;0.36039604;0.020999276;0.002896452;0.005068791;0;0;0.88993483;0.044895004;0.035481535;0;0.904255319;0;0;0.090425532;0.005319149;0.085106383;0.215425532;0.178191489;0.255319149;0.159574468;0.069148936;0.026595745;0.010638298
Alto Hermoso;0;0;0;0;0.095238095;0;0.047619048;0.285714286;0.476190476;0;0.095238095;0.972222222;0.013888889;0.974358974;0.025641026;0.711538462;0.019230769;0.269230769;0;0;0;0;0;0.923076923;0;0.076923077;0;1;0;0;0;0;0.047619048;0.047619048;0.285714286;0.428571429;0.142857143;0.047619048;0;0
Alto Palermo;0;0.010067114;0.036912752;0.077181208;0.201342282;0.020134228;0.120805369;0.157718121;0.318791946;0.013422819;0.043624161;0.992998833;0.004667445;0.946892655;0.053107345;0.620512821;0.019230769;0.36025641;0;0;0;0;0;0.960451977;0.007909605;0.025988701;0.001129944;0.883333333;0;0;0.116666667;0;0.146666667;0.303333333;0.21;0.213333333;0.076666667;0.033333333;0.016666667;0
Alto Verde;0.004929577;0.03028169;0.085915493;0.100704225;0.188028169;0.038028169;0.106338028;0.154929577;0.241549296;0.01056338;0.038732394;0.986751833;0.010882423;0.879045215;0.120954785;0.572707542;0.02794357;0.399348888;0.005278862;0.000688547;0.003672252;0;0;0.946063805;0.024099151;0.023410604;0.002295157;0.920923723;0;0;0.077676697;0.00139958;0.138558432;0.291812456;0.22183345;0.181945416;0.101469559;0.044086774;0.016095171;0.00419874
Altos de Velez Sarsfield;0.007677543;0.044145873;0.182341651;0.149712092;0.174664107;0.069097889;0.088291747;0.153550864;0.117082534;0;0.013435701;0.987265009;0.007277138;0.833039389;0.166960611;0.54111033;0.032326072;0.426563598;0.012933568;0.003527337;0.003527337;0;0;0.95473251;0.014697237;0.030570253;0;0.962616822;0;0.001869159;0.035514019;0;0.136448598;0.244859813;0.248598131;0.168224299;0.123364486;0.05046729;0.020560748;0.007476636
Altos de Villa Cabrera;0;0.016509434;0.049528302;0.080188679;0.16509434;0.047169811;0.125;0.129716981;0.301886792;0.014150943;0.070754717;0.981085526;0.010690789;0.921411387;0.078588613;0.600373483;0.021475257;0.378151261;0.007217322;0.000801925;0;0;0;0.970328789;0.004811548;0.023255814;0.001603849;0.889929742;0;0.00234192;0.107728337;0;0.180327869;0.262295082;0.222482436;0.199063232;0.088992974;0.030444965;0.011709602;0.004683841
Altos San Martín;0.004166667;0.04375;0.097916667;0.164583333;0.177083333;0.047916667;0.09375;0.147916667;0.195833333;0.00625;0.020833333;0.956849315;0.017808219;0.877702703;0.122297297;0.60483871;0.037903226;0.357258065;0.008108108;0;0.002702703;0.005405405;0;0.963513514;0.022972973;0.013513514;0;0.883817427;0;0;0.116182573;0;0.147302905;0.269709544;0.232365145;0.176348548;0.112033195;0.039419087;0.010373444;0.012448133
Altos Sud de San Vicente;0.012987013;0.146103896;0.275974026;0.285714286;0.13961039;0.022727273;0.022727273;0.071428571;0.019480519;0;0.003246753;0.96;0.026976744;0.691749773;0.308250227;0.514218009;0.037914692;0.447867299;0.052583862;0;0;0;0;0.943789665;0.030825023;0.022665458;0.002719855;0.977564103;0;0;0.022435897;0;0.137820513;0.185897436;0.195512821;0.201923077;0.141025641;0.070512821;0.051282051;0.016025641
Ameghino Norte;0.02646086;0.184123484;0.324145535;0.243660419;0.131201764;0.028665932;0.020948181;0.02646086;0.014332966;0;0;0.958518931;0.026169265;0.524232633;0.475767367;0.594783248;0.072005878;0.333210874;0.184168013;0.014001077;0.022078621;0.002154012;0.005654281;0.801023156;0.166128164;0.022886376;0.009962305;0.899895725;0.004171011;0.002085506;0.076120959;0.017726799;0.095933264;0.190823775;0.184567258;0.181438999;0.155370177;0.106360792;0.034410845;0.051094891
Ameghino Sud;0.015625;0.078993056;0.180555556;0.177083333;0.225694444;0.044270833;0.083333333;0.115451389;0.069444444;0.004340278;0.005208333;0.962248553;0.020115734;0.780652115;0.219347885;0.567477507;0.042652449;0.389870043;0.017784964;0.00323363;0.000808407;0.001886284;0.001886284;0.942064134;0.035839396;0.018323902;0.003772568;0.868669528;0;0;0.127896996;0.003433476;0.156223176;0.230042918;0.225751073;0.187124464;0.109871245;0.054935622;0.029184549;0.006866953
Ampliación Altamira;0.010309278;0.181443299;0.288659794;0.237113402;0.171134021;0.026804124;0.041237113;0.020618557;0.020618557;0;0.002061856;0.933296884;0.027337343;0.576098607;0.423901393;0.568527919;0.052211748;0.379260334;0.158092176;0;0.011254019;0;0.005359057;0.868167203;0.112004287;0.018220793;0.001607717;0.930894309;0.004065041;0;0.06504065;0;0.105691057;0.168699187;0.217479675;0.18495935;0.160569106;0.067073171;0.054878049;0.040650407
Ampliación Benjamín Matienzo;0.016447368;0.131578947;0.217105263;0.217105263;0.184210526;0.029605263;0.042763158;0.098684211;0.059210526;0.003289474;0;0.938502674;0.035650624;0.66212766;0.33787234;0.595183486;0.040137615;0.364678899;0.105531915;0.018723404;0.010212766;0;0.01787234;0.90893617;0.045957447;0.033191489;0.011914894;0.951140065;0;0.022801303;0.026058632;0;0.074918567;0.205211726;0.172638436;0.221498371;0.143322476;0.09771987;0.058631922;0.026058632
Ampliación Cabo Farina;0.032786885;0.262295082;0.262295082;0.245901639;0.163934426;0;0;0.032786885;0;0;0;0.94214876;0.033057851;0.530364372;0.469635628;0.596685083;0.060773481;0.342541436;0.137651822;0.060728745;0.052631579;0;0.016194332;0.659919028;0.319838057;0.020242915;0;0.868852459;0.016393443;0.016393443;0.049180328;0.049180328;0.114754098;0.098360656;0.213114754;0.196721311;0.163934426;0.114754098;0.049180328;0.049180328
Ampliación Emplame;0.004932182;0.10974106;0.286066584;0.198520345;0.173859433;0.030826141;0.062885327;0.076448829;0.053020962;0;0.003699137;0.958631064;0.019180143;0.750923873;0.249076127;0.543648961;0.03926097;0.417090069;0.042498152;0.001478197;0.007390983;0;0.001847746;0.950480414;0.032150776;0.015890613;0.001478197;0.860606061;0.001212121;0;0.136969697;0.001212121;0.12;0.256969697;0.212121212;0.193939394;0.134545455;0.047272727;0.020606061;0.014545455
Ampliación General Artigas;0.016975309;0.064814815;0.143518519;0.171296296;0.242283951;0.038580247;0.075617284;0.111111111;0.097222222;0.010802469;0.027777778;0.966789668;0.017527675;0.82023968;0.17976032;0.633982948;0.048721072;0.317295981;0.059032401;0.003994674;0;0;0.0084332;0.929871283;0.032401243;0.035064359;0.002663116;0.987897126;0;0;0.009077156;0.003025719;0.136157337;0.183055976;0.208774584;0.23903177;0.142208775;0.054462935;0.02118003;0.015128593
Ampliación Jardín Espinosa;0;0;0.028776978;0.028776978;0.086330935;0.021582734;0.107913669;0.09352518;0.510791367;0.043165468;0.079136691;0.987755102;0.004081633;0.95;0.05;0.573426573;0.041958042;0.384615385;0;0;0;0;0;0.974;0.006;0.02;0;0.942446043;0;0;0.057553957;0;0.09352518;0.18705036;0.194244604;0.244604317;0.151079137;0.09352518;0.035971223;0
Ampliación Jose Inacio Diaz Sección 2;0.009925558;0.146401985;0.339950372;0.320099256;0.1191067;0.007444169;0.017369727;0.037220844;0.00248139;0;0;0.979045402;0.034924331;0.4969896;0.5030104;0.54361874;0.105815832;0.350565428;0.191570881;0.002189381;0.005473454;0;0.009852217;0.925013684;0.01532567;0.044882321;0.014778325;0.995085995;0;0.002457002;0.002457002;0;0.054054054;0.093366093;0.157248157;0.226044226;0.179361179;0.14004914;0.110565111;0.039312039
Ampliación Jose Inacio Diaz Sección 3;0.032467532;0.201298701;0.441558442;0.194805195;0.116883117;0;0.006493506;0.006493506;0;0;0;0.990530303;0.0625;0.420608108;0.579391892;0.558375635;0.043147208;0.398477157;0.119932432;0.013513514;0.018581081;0;0;0.827702703;0.064189189;0.089527027;0.018581081;0.980645161;0;0;0;0.019354839;0.109677419;0.161290323;0.206451613;0.167741935;0.15483871;0.122580645;0.051612903;0.025806452
Ampliación Kennedy;0;0.107843137;0.401960784;0.205882353;0.137254902;0.009803922;0.058823529;0.039215686;0.029411765;0;0.009803922;0.964088398;0.011049724;0.720867209;0.279132791;0.606271777;0.024390244;0.369337979;0.111111111;0.002710027;0.01897019;0;0.002710027;0.932249322;0.048780488;0.013550136;0.005420054;0.961538462;0;0.009615385;0.028846154;0;0.144230769;0.182692308;0.221153846;0.201923077;0.115384615;0.028846154;0.067307692;0.038461538
Ampliación Las Palmas;0.008547009;0.055555556;0.239316239;0.175213675;0.209401709;0.027777778;0.094017094;0.10042735;0.076923077;0.008547009;0.004273504;0.95730198;0.02289604;0.728864734;0.271135266;0.607604563;0.035741445;0.356653992;0.033816425;0.001207729;0;0;0.000603865;0.946859903;0.028985507;0.018115942;0.006038647;0.834033613;0;0;0.161764706;0.004201681;0.094537815;0.214285714;0.235294118;0.207983193;0.130252101;0.077731092;0.035714286;0.004201681
Ampliación Los Alamos;0;0.10982659;0.317919075;0.283236994;0.190751445;0.01734104;0.005780347;0.063583815;0.011560694;0;0;1.008982036;0.026946108;0.64064603;0.35935397;0.620390456;0.069414317;0.310195228;0.109017497;0;0;0;0;0.522207268;0.376850606;0.072678331;0.028263795;1;0;0;0;0;0.033707865;0.101123596;0.191011236;0.269662921;0.247191011;0.084269663;0.050561798;0.02247191
Ampliación Los Plátanos;0.038626609;0.0472103;0.158798283;0.236051502;0.283261803;0.0472103;0.0472103;0.081545064;0.055793991;0;0.004291845;0.969866071;0.013392857;0.694232862;0.305767138;0.578500707;0.048090523;0.373408769;0.066376496;0;0.014145811;0;0.005440696;0.871599565;0.103373232;0.014145811;0.010881393;0.899159664;0.008403361;0;0.092436975;0;0.092436975;0.142857143;0.205882353;0.218487395;0.180672269;0.088235294;0.042016807;0.029411765
Ampliación Palmar;0.049261084;0.088669951;0.236453202;0.177339901;0.233990148;0.02955665;0.068965517;0.066502463;0.041871921;0.002463054;0.004926108;0.976985895;0.03043801;0.779276082;0.220723918;0.556154537;0.04492363;0.398921833;0.031937544;0;0.007806955;0.004968062;0.004968062;0.896380412;0.059616749;0.036195884;0.007806955;0.985611511;0;0;0.014388489;0;0.127098321;0.223021583;0.225419664;0.211031175;0.098321343;0.052757794;0.043165468;0.019184652
Ampliación Panamericano;0.063205418;0.072234763;0.246049661;0.196388262;0.221218962;0.027088036;0.056433409;0.079006772;0.033860045;0;0.004514673;0.978787879;0.017424242;0.748344371;0.251655629;0.543243243;0.046846847;0.40990991;0.003679176;0.000735835;0.000735835;0;0.008094187;0.962472406;0.008830022;0.027225901;0.00147167;0.331111111;0;0;0.666666667;0.002222222;0.211111111;0.231111111;0.193333333;0.184444444;0.093333333;0.046666667;0.037777778;0.002222222
Ampliación Parque San Carlos;0.033557047;0.020134228;0.130872483;0.204697987;0.191275168;0.05704698;0.097315436;0.127516779;0.110738255;0.006711409;0.020134228;0.988966901;0.011033099;0.810628019;0.189371981;0.613088404;0.058553387;0.328358209;0.041545894;0;0;0;0.003864734;0.946859903;0.016425121;0.035748792;0.000966184;0.768211921;0;0;0.231788079;0;0.132450331;0.168874172;0.264900662;0.182119205;0.142384106;0.052980132;0.046357616;0.009933775
Ampliación Poeta Lugones;0.001324503;0.018543046;0.043708609;0.123178808;0.210596026;0.056953642;0.136423841;0.178807947;0.205298013;0.00397351;0.021192053;0.966743119;0.01529052;0.888054095;0.111945905;0.645264117;0.041894353;0.31284153;0.003005259;0;0;0;0;0.968069121;0.014650639;0.016153268;0.001126972;0.992094862;0.001317523;0;0.006587615;0;0.061923584;0.201581028;0.235836627;0.260869565;0.169960474;0.050065876;0.0171278;0.002635046
Ampliación Primero de Mayo;0.022727273;0.246753247;0.373376623;0.198051948;0.123376623;0.00974026;0.003246753;0.022727273;0;0;0;0.930631333;0.04598597;0.410541945;0.589458055;0.54188211;0.099276112;0.358841779;0.150705271;0;0.020786934;0;0.005196733;0.867112101;0.085374907;0.034892353;0.012620638;0.990654206;0;0;0.009345794;0;0.080996885;0.127725857;0.199376947;0.202492212;0.158878505;0.080996885;0.096573209;0.052959502
Ampliación Pueyrredon;0.0352;0.1088;0.2448;0.2448;0.1712;0.0272;0.0448;0.064;0.0528;0;0.0064;1.009917355;0.025895317;0.695410993;0.304589007;0.516831683;0.053465347;0.42970297;0.122037317;0.009077156;0.021684317;0;0.013111447;0.851739788;0.063540091;0.027735754;0.056984367;0.946648427;0;0.021887825;0.030095759;0.001367989;0.355677155;0.206566347;0.112175103;0.165526676;0.083447332;0.041039672;0.021887825;0.013679891
Ampliación Residencial América;0.094915254;0.114576271;0.231186441;0.192542373;0.191864407;0.028474576;0.044745763;0.060338983;0.037288136;0.002033898;0.002033898;0.981722254;0.017147164;0.68420098;0.31579902;0.561375541;0.041903894;0.396720565;0.057681843;0.004534736;0.00961364;0.001269726;0.009976419;0.918737529;0.043896245;0.030654816;0.006711409;0.948399739;0.001306336;0.001306336;0.043762247;0.005225343;0.103200523;0.196603527;0.199869366;0.22926192;0.146962769;0.062704115;0.044415415;0.016982364
Ampliación Rosedal;0.002574003;0.074646075;0.173745174;0.229086229;0.207207207;0.047619048;0.061776062;0.122265122;0.068211068;0.01029601;0.002574003;0.955935548;0.018743834;0.722365039;0.277634961;0.621314238;0.054338669;0.324347094;0.100257069;0.007712082;0.011246787;0;0;0.934447301;0.042737789;0.021208226;0.001606684;0.958015267;0.001272265;0;0.034351145;0.006361323;0.063613232;0.132315522;0.208651399;0.284987277;0.148854962;0.082697201;0.041984733;0.036895674
Ampliación San Fernando;0.023983316;0.090719499;0.172054223;0.179353493;0.184567258;0.04379562;0.054223149;0.126173097;0.101147028;0.00729927;0.016684046;0.94495695;0.02398524;0.714114833;0.285885167;0.63213274;0.044111696;0.323755565;0.052332536;0.003588517;0.010466507;0;0.000897129;0.909988038;0.0625;0.026614833;0.000897129;0.733879222;0.002047083;0;0.258955988;0.005117707;0.109518936;0.233367451;0.207778915;0.209825998;0.13408393;0.055271238;0.032753327;0.017400205
Ampliación San Pablo;0.068914956;0.032258065;0.140762463;0.208211144;0.225806452;0.039589443;0.099706745;0.104105572;0.073313783;0.002932551;0.004398827;0.965549788;0.014629542;0.82739726;0.17260274;0.607718894;0.041474654;0.350806452;0.005479452;0;0;0;0;0.954794521;0.012785388;0.030593607;0.001826484;0.42795389;0;0;0.57204611;0;0.154178674;0.233429395;0.220461095;0.216138329;0.093659942;0.041786744;0.034582133;0.005763689
Ampliación Urca;0.055464927;0;0.008156607;0.037520392;0.112561175;0.034257749;0.086460033;0.164763458;0.383360522;0.024469821;0.092985318;0.960747664;0.008878505;0.96025878;0.03974122;0.657330155;0.028009535;0.31466031;0;0;0;0;0;0.975970425;0.012939002;0.011090573;0;0.972491909;0;0;0.027508091;0;0.088996764;0.184466019;0.207119741;0.283171521;0.158576052;0.053398058;0.021035599;0.003236246
Ampliación Velez Sarsfield;0.130193906;0.077562327;0.16066482;0.149584488;0.127423823;0.052631579;0.088642659;0.11634349;0.077562327;0.013850416;0.005540166;0.953808752;0.040518639;0.786046512;0.213953488;0.689768977;0.058305831;0.251925193;0.058139535;0.002325581;0.010852713;0;0;0.9;0.056589147;0.034108527;0.009302326;0.961748634;0.00273224;0.00273224;0.032786885;0;0.06284153;0.196721311;0.232240437;0.303278689;0.12295082;0.051912568;0.024590164;0.005464481
Ana María Zumarán;0.015050167;0.081103679;0.209866221;0.200668896;0.224916388;0.0409699;0.076923077;0.081939799;0.06187291;0.002508361;0.004180602;0.97826087;0.022021457;0.758414767;0.241585233;0.570899293;0.03603907;0.393061637;0.031216069;0.003257329;0.001085776;0.001900109;0.001628664;0.935939197;0.025515744;0.029044517;0.004071661;0.858091286;0.000829876;0.000829876;0.137759336;0.002489627;0.198340249;0.251452282;0.186721992;0.171784232;0.106224066;0.04813278;0.033195021;0.004149378
Anexo Los Alamos;0.027777778;0.048611111;0.270833333;0.208333333;0.277777778;0.027777778;0.0625;0.034722222;0.034722222;0.006944444;0;0.959854015;0.018248175;0.68705036;0.31294964;0.651869159;0.053738318;0.294392523;0.041366906;0;0;0;0;0.978417266;0.007194245;0.014388489;0;0.040816327;0;0;0.959183673;0;0.068027211;0.204081633;0.183673469;0.224489796;0.149659864;0.12244898;0.020408163;0.027210884
Apeadero La Tablada;0.016949153;0.050847458;0.110169492;0.084745763;0.161016949;0.025423729;0.101694915;0.101694915;0.296610169;0.008474576;0.042372881;0.967005076;0.005076142;0.891625616;0.108374384;0.648464164;0.034129693;0.317406143;0.024630542;0;0;0;0;0.95320197;0.017241379;0.02955665;0;1;0;0;0;0;0.109243697;0.210084034;0.168067227;0.302521008;0.142857143;0.042016807;0.016806723;0.008403361
Arguello;0.030688084;0.037161352;0.081754975;0.089187245;0.14193239;0.040278111;0.095900264;0.153440422;0.256293455;0.01822105;0.055142652;0.988706219;0.01336669;0.856428523;0.143571477;0.637010989;0.032615385;0.330373626;0.012946092;0.002054935;0.001506953;0;0.001095965;0.923898897;0.034385917;0.022604288;0.003424892;0.92345854;0.000472478;0.000944956;0.073470352;0.001653674;0.113394755;0.21167021;0.1989133;0.237656508;0.155209072;0.054098748;0.026222537;0.002834869
Arguello II;0.035276074;0.216257669;0.349693252;0.289877301;0.084355828;0.009202454;0.003067485;0.012269939;0;0;0;0.9436853;0.072877847;0.230059084;0.769940916;0.587974684;0.062658228;0.349367089;0.128508124;0;0;0;0.032865583;0.853766617;0.038035451;0.09859675;0.009601182;1;0;0;0;0;0.089686099;0.136023916;0.209267564;0.207772795;0.155455904;0.085201794;0.061285501;0.055306428
Arguello Norte;0.049345692;0.193565976;0.305343511;0.232824427;0.120501636;0.01608506;0.02480916;0.034623773;0.019083969;0.000545256;0.003271538;0.951043916;0.04312455;0.416757419;0.583242581;0.60107949;0.060549558;0.338370952;0.169275796;0.058535257;0.027157637;0.001429349;0.014293493;0.731282331;0.214130139;0.027225701;0.02593248;0.875265957;0.013297872;0.051595745;0.054255319;0.005585106;0.109574468;0.160106383;0.182712766;0.199202128;0.150265957;0.096808511;0.0625;0.038829787
