barrio;inicial;priminc;primcomp;secinc;seccomp;terinc;tercomp;univinc;univcomp;posinc;poscomp;sabeleer;nosabeleer;cobertura;nocobertura;ocupados;desocupados;inactivos;nbi1;nbi2;nbi3;nbi4;nbi5;sinpriv;privpat;privrec;privconv;casa;rancho;casilla;departamento;piezaolocal;uno;dos;tres;cuatro;cinco;seis;siete;ochoomas
Comandante Espora;0.005870841;0.084148728;0.17221135;0.227005871;0.209393346;0.031311155;0.074363992;0.099804305;0.080234834;0.003913894;0.011741683;0.965765766;0.016816817;0.764184397;0.235815603;0.622723962;0.040058267;0.337217771;0.020685579;0.00177305;0.00177305;0;0.002955083;0.958037825;0.026004728;0.010638298;0.005319149;0.854932302;0;0;0.143133462;0.001934236;0.127659574;0.249516441;0.19729207;0.220502901;0.112185687;0.054158607;0.02901354;0.00967118
Comercial;0.111650485;0.196948682;0.318307906;0.214979196;0.10332871;0.009708738;0.017337032;0.014563107;0.009015257;0.001386963;0.002773925;0.959659511;0.043856403;0.460232195;0.539767805;0.544346163;0.059287593;0.396366244;0.165309305;0.014902097;0.037081962;0;0.005198406;0.720672327;0.215733842;0.034829319;0.028764512;0.906188925;0.018892508;0.001954397;0.053420195;0.019543974;0.136807818;0.176547231;0.182410423;0.179153094;0.141368078;0.06970684;0.080130293;0.033876221
Congreso;0.016722408;0.107023411;0.282608696;0.269230769;0.182274247;0.031772575;0.030100334;0.056856187;0.02006689;0.001672241;0.001672241;0.958227848;0.029957806;0.634037368;0.365962632;0.575492341;0.073304158;0.351203501;0.11738424;0.008123477;0.012997563;0;0.002030869;0.905767669;0.056864338;0.028838343;0.008529651;0.910891089;0.008250825;0.00330033;0.070957096;0.00660066;0.067656766;0.146864686;0.194719472;0.224422442;0.161716172;0.115511551;0.04290429;0.04620462
Consorcio 16 deNoviembre;0;0.020408163;0.163265306;0.244897959;0.301020408;0.025510204;0.091836735;0.102040816;0.045918367;0;0.005102041;0.978319783;0.01897019;0.839309429;0.160690571;0.505691057;0.060162602;0.434146341;0.086321381;0;0;0;0;0.964143426;0.015936255;0.015936255;0.003984064;1;0;0;0;0;0.09;0.175;0.195;0.235;0.16;0.065;0.045;0.035
Consorcio Esperanza;0;0.059405941;0.188118812;0.217821782;0.247524752;0.04950495;0.00990099;0.118811881;0.108910891;0;0;0.971590909;0.008522727;0.777777778;0.222222222;0.508833922;0.06360424;0.427561837;0.041666667;0;0;0;0;0.966666667;0.011111111;0.022222222;0;0.98019802;0;0;0.01980198;0;0.069306931;0.237623762;0.257425743;0.207920792;0.118811881;0.04950495;0.02970297;0.02970297
Cooperativa 16 de Noviembre;0.041262136;0.199029126;0.378640777;0.247572816;0.075242718;0.024271845;0.014563107;0.014563107;0.002427184;0.002427184;0;0.916129032;0.055718475;0.29444756;0.70555244;0.633741259;0.077797203;0.288461538;0.153673584;0.00897364;0;0;0.010095345;0.890072911;0.066180595;0.039259675;0.00448682;0.952038369;0.002398082;0;0.033573141;0.011990408;0.069544365;0.129496403;0.189448441;0.215827338;0.148681055;0.115107914;0.067146283;0.064748201
Cooperativa El Futuro;0.051546392;0.12371134;0.381443299;0.278350515;0.154639175;0;0.010309278;0;0;0;0;0.93129771;0.050890585;0.528436019;0.471563981;0.529644269;0.039525692;0.43083004;0.236966825;0;0;0;0.016587678;0.921800948;0.009478673;0.066350711;0.002369668;1;0;0;0;0;0.068627451;0.156862745;0.196078431;0.264705882;0.088235294;0.068627451;0.098039216;0.058823529
Cooperativa La Hermosa;0.020408163;0.214285714;0.418367347;0.244897959;0.091836735;0;0;0.010204082;0;0;0;0.957244656;0.054631829;0.239828694;0.760171306;0.542168675;0.0562249;0.401606426;0.182012848;0;0.00856531;0;0;0.779443255;0.122055675;0.062098501;0.03640257;1;0;0;0;0;0.04040404;0.090909091;0.121212121;0.212121212;0.181818182;0.141414141;0.191919192;0.02020202
Cooperativa La Unidad;0.012269939;0.130879346;0.404907975;0.27402863;0.141104294;0.012269939;0.010224949;0.010224949;0.00408998;0;0;0.956542733;0.028971511;0.520630505;0.479369495;0.597159458;0.079406068;0.323434474;0.076495132;0.00880853;0.00741771;0;0.005563282;0.877607789;0.082522021;0.035697728;0.004172462;0.961538462;0;0.004048583;0.024291498;0.010121457;0.046558704;0.113360324;0.178137652;0.226720648;0.190283401;0.123481781;0.072874494;0.048582996
Córdoba IV;0;0.007874016;0.007874016;0.023622047;0.125984252;0.086614173;0.157480315;0.141732283;0.299212598;0.031496063;0.118110236;0.987179487;0.015384615;0.965517241;0.034482759;0.68641115;0.027874564;0.285714286;0;0;0.014778325;0;0;0.960591133;0;0.024630542;0.014778325;0.0078125;0;0;0.9921875;0;0.109375;0.2265625;0.296875;0.171875;0.1484375;0.0390625;0.0078125;0
Córdoba V;0.013157895;0;0.026315789;0.078947368;0.368421053;0.078947368;0.144736842;0.171052632;0.078947368;0.013157895;0.026315789;0.964;0.02;0.956692913;0.043307087;0.666666667;0.052380952;0.280952381;0;0;0;0;0;0.984251969;0;0.015748031;0;0;0;0;1;0;0.118421053;0.223684211;0.210526316;0.197368421;0.157894737;0.078947368;0.013157895;0
Corral de Palos;0.168874172;0.142384106;0.254966887;0.21192053;0.132450331;0.01986755;0.016556291;0.039735099;0.013245033;0;0;0.967857143;0.0375;0.621827411;0.378172589;0.54618016;0.05359179;0.40022805;0.042301184;0;0;0;0.009306261;0.904399323;0.043147208;0.029610829;0.02284264;0.98136646;0;0;0.01863354;0;0.130434783;0.139751553;0.236024845;0.180124224;0.152173913;0.065217391;0.093167702;0.00310559
Costa Verde;0;0.046511628;0.093023256;0.23255814;0.139534884;0;0.046511628;0.046511628;0.279069767;0;0.11627907;0.969879518;0.006024096;0.821428571;0.178571429;0.672;0.064;0.264;0.101190476;0;0;0;0;0.988095238;0;0.011904762;0;0.976744186;0;0;0.023255814;0;0.093023256;0.186046512;0.139534884;0.302325581;0.093023256;0.139534884;0;0.046511628
Country Altos del Chateau;0.337837838;0.027027027;0.027027027;0;0.013513514;0.013513514;0.054054054;0.081081081;0.337837838;0.013513514;0.094594595;1;0.003610108;0.951557093;0.048442907;0.724489796;0;0.275510204;0;0;0;0;0;0.916955017;0.041522491;0.041522491;0;1;0;0;0;0;0.013157895;0.263157895;0.157894737;0.184210526;0.25;0.118421053;0.013157895;0
Country Barrancas;0;0.084745763;0.203389831;0.084745763;0.06779661;0;0.033898305;0.152542373;0.338983051;0;0.033898305;0.981481481;0.007407407;0.690909091;0.309090909;0.608888889;0.053333333;0.337777778;0.196363636;0;0;0;0;0.963636364;0.018181818;0.018181818;0;0.983333333;0;0;0.016666667;0;0.05;0.066666667;0.166666667;0.183333333;0.3;0.15;0.016666667;0.066666667
Country Campaña del Sur;0;0;0.151515152;0.151515152;0.060606061;0.060606061;0.181818182;0.181818182;0.121212121;0.03030303;0.060606061;0.960629921;0.023622047;0.744186047;0.255813953;0.64516129;0.053763441;0.301075269;0;0;0;0;0;0.930232558;0.054263566;0.015503876;0;1;0;0;0;0;0;0.212121212;0.212121212;0.333333333;0.060606061;0.060606061;0.121212121;0
Country Club;0;0.043478261;0.043478261;0;0.086956522;0.02173913;0.130434783;0.195652174;0.434782609;0;0.043478261;1;0.006289308;0.894409938;0.105590062;0.573529412;0.022058824;0.404411765;0.062111801;0;0;0;0;0.956521739;0.031055901;0.01242236;0;1;0;0;0;0;0.043478261;0.282608696;0.173913043;0.304347826;0.108695652;0.065217391;0;0.02173913
Country Fortin del Pozo;0.295454545;0;0;0.045454545;0.056818182;0.045454545;0.045454545;0.079545455;0.340909091;0.011363636;0.079545455;0.95923913;0.013586957;0.96;0.04;0.621399177;0.008230453;0.37037037;0;0;0;0;0;0.936;0.045333333;0.018666667;0;1;0;0;0;0;0.077777778;0.1;0.122222222;0.188888889;0.3;0.211111111;0;0
Country Jockey Club;0.025641026;0.094871795;0.184615385;0.107692308;0.094871795;0.028205128;0.030769231;0.107692308;0.251282051;0.005128205;0.069230769;0.974789916;0.030112045;0.826585695;0.173414305;0.60619469;0.030973451;0.362831858;0.041835358;0.002699055;0.010121457;0.018893387;0.015519568;0.886639676;0.076923077;0.032388664;0.004048583;0.910669975;0.00248139;0.009925558;0.076923077;0;0.111662531;0.191066998;0.171215881;0.205955335;0.168734491;0.081885856;0.05955335;0.009925558
Country La Reserva;0.392857143;0.007142857;0;0;0.05;0.007142857;0.071428571;0.1;0.264285714;0.021428571;0.085714286;0.959219858;0.012411348;0.980902778;0.019097222;0.748677249;0.002645503;0.248677249;0;0;0;0;0;0.807291667;0.171875;0.020833333;0;1;0;0;0;0;0.05;0.071428571;0.135714286;0.357142857;0.264285714;0.092857143;0.021428571;0.007142857
Country La Santina;0;0.055555556;0.055555556;0.166666667;0.111111111;0.055555556;0.055555556;0.138888889;0.277777778;0;0.083333333;0.952380952;0.013605442;0.907894737;0.092105263;0.694444444;0.064814815;0.240740741;0;0;0.006578947;0;0;0.927631579;0.039473684;0.032894737;0;1;0;0;0;0;0.027777778;0.138888889;0.083333333;0.277777778;0.361111111;0.055555556;0.027777778;0.027777778
Country Las Delicias;0.004830918;0;0.004830918;0.019323671;0.101449275;0.014492754;0.062801932;0.115942029;0.516908213;0.014492754;0.144927536;0.99120603;0.012562814;0.96801968;0.03198032;0.582945736;0.009302326;0.407751938;0;0;0;0;0;0.954489545;0.024600246;0.020910209;0;1;0;0;0;0;0.057142857;0.171428571;0.157142857;0.261904762;0.204761905;0.104761905;0.042857143;0
Country Lomas de la Carolina;0;0;0.014534884;0.01744186;0.101744186;0.01744186;0.061046512;0.130813953;0.453488372;0.023255814;0.180232558;0.958894879;0.020889488;0.96929239;0.03070761;0.623540856;0.015564202;0.360894942;0;0;0;0;0;0.981975968;0.008678238;0.008010681;0.001335113;1;0;0;0;0;0.040114613;0.097421203;0.100286533;0.306590258;0.260744986;0.143266476;0.048710602;0.00286533
Country Los Alarrobos;0;0.052631579;0.157894737;0.210526316;0.140350877;0.070175439;0.052631579;0.140350877;0.105263158;0;0.070175439;0.941176471;0;0.774509804;0.225490196;0.675675676;0;0.324324324;0.024509804;0;0;0;0;0.475490196;0.524509804;0;0;0.964912281;0.01754386;0;0.01754386;0;0.105263158;0.070175439;0.280701754;0.280701754;0.228070175;0.01754386;0.01754386;0
Country Los Mimbres;0;0.04;0;0.02;0.08;0.08;0.06;0.2;0.34;0.1;0.08;0.949238579;0;0.936893204;0.063106796;0.798319328;0.008403361;0.193277311;0;0;0;0;0;0.946601942;0.009708738;0.04368932;0;1;0;0;0;0;0;0.12;0.24;0.2;0.32;0.08;0.04;0
Country Ranch Club;0;0;0;0;0;0;0.5;0;0.25;0.25;0;1;0;0.857142857;0.142857143;0.75;0;0.25;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0.25;0;0.25;0.25;0;0.25;0;0
Country Valle Escondido;0.004909984;0;0.009819967;0.016366612;0.086743044;0.029459902;0.093289689;0.12111293;0.425531915;0.029459902;0.183306056;0.918511957;0.027900797;0.973980919;0.026019081;0.767253045;0.01014885;0.222598106;0;0;0;0;0;0.956634866;0.02254987;0.020815265;0;0.998394864;0;0;0.001605136;0;0.064205457;0.131621188;0.197431782;0.335473515;0.203852327;0.052969502;0.012841091;0.001605136
Crisol Norte;0.05;0.035;0.1075;0.07;0.1375;0.0575;0.08;0.1725;0.2175;0.03;0.0425;1.122680412;0.036082474;0.734710087;0.265289913;0.635706914;0.030959752;0.333333333;0.016679905;0.017474186;0;0;0;0.741858618;0.028594122;0.021445592;0;0.594272076;0;0.007159905;0.393794749;0.00477327;0.303102625;0.341288783;0.164677804;0.090692124;0.081145585;0.011933174;0.002386635;0.00477327
Crisol Sud;0.008737864;0.042718447;0.159223301;0.161165049;0.182524272;0.042718447;0.086407767;0.138834951;0.144660194;0.011650485;0.021359223;0.972912683;0.014340344;0.834317687;0.165682313;0.578689759;0.044051205;0.377259036;0.029530619;0.001865092;0.000932546;0;0.000310849;0.945601492;0.029841467;0.02020516;0.001554243;0.850530376;0;0;0.144648023;0.004821601;0.162970106;0.271938284;0.18707811;0.18611379;0.111861138;0.048216008;0.026036644;0.005785921
Cupani;0.042962963;0.115555556;0.176296296;0.213333333;0.164444444;0.026666667;0.053333333;0.118518519;0.074074074;0.005925926;0.008888889;0.966742597;0.025968109;0.696103896;0.303896104;0.581552306;0.039370079;0.379077615;0.086147186;0.015151515;0.013852814;0;0.003463203;0.861471861;0.088744589;0.041125541;0.008658009;0.790530846;0;0.00286944;0.193687231;0.012912482;0.173601148;0.216642755;0.202295552;0.18651363;0.096126255;0.054519369;0.051649928;0.018651363
De los Bioquímicos;0.014184397;0.031914894;0.14893617;0.173758865;0.283687943;0.039007092;0.124113475;0.113475177;0.067375887;0;0.003546099;1.054358974;0.016410256;0.73853211;0.26146789;0.551201011;0.041719343;0.407079646;0.055963303;0;0.008256881;0;0;0.855963303;0.03853211;0.091743119;0.013761468;1;0;0;0;0;0.089041096;0.164383562;0.164383562;0.27739726;0.178082192;0.065068493;0.061643836;0
De los Docentes;0.014285714;0.042857143;0.085714286;0.171428571;0.228571429;0.071428571;0.2;0.114285714;0.057142857;0;0.014285714;1.021008403;0.016806723;0.793774319;0.206225681;0.589473684;0.068421053;0.342105263;0.019455253;0;0;0;0;0.922178988;0.003891051;0.070038911;0.003891051;1;0;0;0;0;0.138888889;0.138888889;0.236111111;0.138888889;0.222222222;0.097222222;0.027777778;0
Dean Funes;0.010218978;0.059854015;0.240875912;0.205839416;0.258394161;0.037956204;0.040875912;0.083211679;0.049635036;0.002919708;0.010218978;0.97065673;0.01956218;0.836265223;0.163734777;0.589815333;0.033575825;0.376608842;0.02345512;0.00270636;0;0;0.00045106;0.947677041;0.02074876;0.028867839;0.00270636;0.915351506;0;0;0.077474892;0.007173601;0.134863702;0.255380201;0.241032999;0.166427547;0.12338594;0.050215208;0.017216643;0.011477762
Ducasse;0.024793388;0.041322314;0.132231405;0.1184573;0.203856749;0.046831956;0.079889807;0.181818182;0.129476584;0.019283747;0.022038567;0.980830671;0.01171459;0.751028807;0.248971193;0.667073171;0.031707317;0.301219512;0.033950617;0.021604938;0.024691358;0;0.001028807;0.91872428;0.047325103;0.024691358;0.007201646;0.462765957;0;0.002659574;0.513297872;0.021276596;0.239361702;0.369680851;0.164893617;0.103723404;0.069148936;0.031914894;0.018617021;0.002659574
Ejército Argentino;0.017857143;0.130952381;0.24702381;0.223214286;0.166666667;0.026785714;0.035714286;0.086309524;0.058035714;0.001488095;0.005952381;0.967253177;0.017595308;0.732889734;0.267110266;0.528537455;0.059453032;0.412009512;0.048954373;0;0.002851711;0;0;0.884505703;0.087927757;0.020912548;0.006653992;0.300441826;0;0;0.699558174;0;0.197349043;0.260677467;0.187039764;0.162002946;0.095729013;0.045655376;0.027982327;0.023564065
El Bosque;0.006060606;0.039393939;0.039393939;0.057575758;0.060606061;0.036363636;0.1;0.166666667;0.351515152;0.042424242;0.1;0.929961089;0.033463035;0.87006079;0.12993921;0.707150965;0.01816118;0.274687855;0.020516717;0;0.003039514;0;0;0.915653495;0.060790274;0.019756839;0.003799392;0.963746224;0.036253776;0;0;0;0.087613293;0.123867069;0.13897281;0.238670695;0.262839879;0.108761329;0.024169184;0.01510574
El Cabildo;0.026600166;0.149625935;0.304239401;0.270157938;0.152950956;0.029093932;0.029093932;0.025768911;0.011637573;0;0.000831255;0.945205479;0.03500761;0.576599327;0.423400673;0.593406593;0.065652296;0.34094111;0.110058923;0.001473064;0.006944444;0;0.00273569;0.878998316;0.088804714;0.027146465;0.005050505;0.901800327;0;0;0.096563011;0.001636661;0.087561375;0.159574468;0.195581015;0.232405892;0.146481178;0.083469722;0.063011457;0.031914894
El Cerrito;0.022580645;0.176344086;0.325806452;0.282795699;0.138709677;0.011827957;0.007526882;0.025806452;0.007526882;0.001075269;0;0.944398795;0.044097508;0.377852697;0.622147303;0.604207246;0.056096611;0.339696143;0.143153527;0.034232365;0.017634855;0;0.004927386;0.76063278;0.18620332;0.039159751;0.014004149;0.914194915;0.001059322;0.019067797;0.05190678;0.013771186;0.084745763;0.147245763;0.180084746;0.226694915;0.133474576;0.115466102;0.069915254;0.042372881
El Pueblito;0.085271318;0.258397933;0.330749354;0.144702842;0.11627907;0.012919897;0.020671835;0.018087855;0.012919897;0;0;0.939255389;0.067929458;0.315820896;0.684179104;0.586617782;0.053162236;0.360219982;0.27761194;0.073432836;0.020895522;0;0.031641791;0.424477612;0.489552239;0.020895522;0.065074627;0.866004963;0.054590571;0.05955335;0.012406948;0.007444169;0.101736973;0.121588089;0.200992556;0.203473945;0.126550868;0.1191067;0.062034739;0.064516129
El Quebrachal;0;0.25;0.25;0.25;0.25;0;0;0;0;0;0;0.944444444;0;0.777777778;0.222222222;0.470588235;0;0.529411765;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0.5;0;0;0;0;0.5;0
El Quebracho;0.054527751;0.224926972;0.396299903;0.23563778;0.06134372;0.004868549;0.006815969;0.012658228;0.00292113;0;0;0.947986191;0.043037975;0.422042423;0.577957577;0.585106383;0.071026283;0.343867334;0.216269407;0.006122895;0.033675924;0.003061448;0.014869888;0.727312486;0.222829652;0.036300022;0.012027116;0.955365622;0;0.002849003;0.037037037;0.004748338;0.064577398;0.127255461;0.173789174;0.213675214;0.164292498;0.116809117;0.071225071;0.068376068
El Refugio;0.005050505;0.02020202;0.045454545;0.085858586;0.171717172;0.03030303;0.156565657;0.111111111;0.282828283;0.02020202;0.070707071;0.938076416;0.011857708;0.856396867;0.143603133;0.729965157;0.020905923;0.24912892;0.005221932;0.010443864;0.007832898;0;0;0.959530026;0.031331593;0.006527415;0.002610966;0.955882353;0;0.004901961;0.034313725;0.004901961;0.088235294;0.12745098;0.220588235;0.254901961;0.181372549;0.083333333;0.039215686;0.004901961
El Trébol;0;0.044052863;0.127753304;0.114537445;0.185022026;0.04845815;0.094713656;0.174008811;0.191629956;0.011013216;0.008810573;0.962629758;0.013148789;0.875085324;0.124914676;0.640703518;0.043551089;0.315745394;0.01774744;0;0;0;0;0.960409556;0.025938567;0.013651877;0;0.92967033;0;0;0.07032967;0;0.127472527;0.21978022;0.254945055;0.213186813;0.10989011;0.052747253;0.013186813;0.008791209
El Viejo Algarrobo;0.024390244;0;0.024390244;0.097560976;0.12195122;0.097560976;0.097560976;0.243902439;0.268292683;0;0.024390244;0.884848485;0.024242424;0.927272727;0.072727273;0.761904762;0.038095238;0.2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0.024390244;0.12195122;0.097560976;0.43902439;0.243902439;0.024390244;0.048780488;0
Emaus;0.5;0.03125;0.171875;0.15625;0.078125;0.015625;0.015625;0.015625;0.015625;0;0;1;0;0.604166667;0.395833333;0.57591623;0.078534031;0.345549738;0.041666667;0;0;0;0;0.941666667;0.020833333;0.0375;0;0.938461538;0;0;0.061538462;0;0.107692308;0.184615385;0.230769231;0.184615385;0.138461538;0.076923077;0.030769231;0.046153846
Empalme;0.013392857;0.083035714;0.2;0.172321429;0.226785714;0.034821429;0.061607143;0.108928571;0.083928571;0.005357143;0.009821429;0.967907962;0.016954284;0.842772861;0.157227139;0.560573477;0.037992832;0.401433692;0.025663717;0.002359882;0;0;0.000294985;0.956047198;0.018289086;0.025663717;0;0.911481157;0;0.000876424;0.082383874;0.005258545;0.201577564;0.23225241;0.20508326;0.190184049;0.116564417;0.041191937;0.009640666;0.003505697
Empalme Casas de Obreros y Empleados;0.005249344;0.097112861;0.212598425;0.236220472;0.230971129;0.031496063;0.047244094;0.086614173;0.047244094;0;0.005249344;0.945669291;0.022834646;0.734108527;0.265891473;0.566699124;0.063291139;0.370009737;0.06744186;0;0.010852713;0;0;0.941860465;0.042635659;0.015503876;0;0.863049096;0;0;0.136950904;0;0.142118863;0.219638243;0.211886305;0.214470284;0.11369509;0.041343669;0.031007752;0.025839793
Escobar;0.015604681;0.028608583;0.096228869;0.118335501;0.184655397;0.041612484;0.087126138;0.162548765;0.215864759;0.00520156;0.044213264;0.992520897;0.011878575;0.858838491;0.141161509;0.581524483;0.021706209;0.396769308;0.006782535;0.002967359;0.002967359;0.002967359;0;0.952098347;0.011445528;0.012293345;0.002543451;0.859173127;0;0.00129199;0.136950904;0.002583979;0.169250646;0.26873385;0.211886305;0.19250646;0.098191214;0.04005168;0.016795866;0.002583979
Estación Flores;0.06147541;0.182377049;0.350409836;0.213114754;0.12397541;0.011270492;0.018442623;0.030737705;0.007172131;0;0.00102459;0.961204558;0.02712968;0.524371069;0.475628931;0.588768748;0.042901988;0.368329264;0.130765199;0.005503145;0.011792453;0;0.005765199;0.852201258;0.113731656;0.022012579;0.012054507;0.889001009;0.003027245;0.003027245;0.097880928;0.007063572;0.105953582;0.171543895;0.188698285;0.198789102;0.144298688;0.097880928;0.055499495;0.037336024
Ferrer;0.035714286;0.276315789;0.308270677;0.272556391;0.067669173;0.007518797;0.018796992;0.011278195;0.001879699;0;0;0.97607123;0.052309405;0.362549801;0.637450199;0.583887657;0.067257945;0.348854398;0.257968127;0.014940239;0.027390438;0;0.027888446;0.504482072;0.390438247;0.015936255;0.089143426;0.911714771;0.01188455;0.015280136;0.0475382;0.013582343;0.258064516;0.130730051;0.166383701;0.166383701;0.120543294;0.062818336;0.061120543;0.033955857
Ferreyra;0.035555556;0.195555556;0.296666667;0.256666667;0.138888889;0.018888889;0.012222222;0.033333333;0.011111111;0;0.001111111;0.960969468;0.033679572;0.552332536;0.447667464;0.54950495;0.052392739;0.39810231;0.113636364;0.010167464;0.008074163;0.002093301;0.010167464;0.849282297;0.100777512;0.04395933;0.005681818;0.935093509;0;0.00330033;0.052805281;0.00880088;0.114411441;0.191419142;0.180418042;0.213421342;0.136413641;0.092409241;0.04840484;0.02310231
Ferreyra Segunda Sección;0.029739777;0.241635688;0.434944238;0.237918216;0.05204461;0;0;0.003717472;0;0;0;0.912510936;0.058617673;0.299081036;0.700918964;0.58953168;0.063360882;0.347107438;0.100250627;0;0.004177109;0;0.01754386;0.738512949;0.216374269;0.035087719;0.010025063;1;0;0;0;0;0.084870849;0.084870849;0.188191882;0.195571956;0.166051661;0.136531365;0.055350554;0.088560886
Ferroviario Mitre;0.03286385;0.124413146;0.171361502;0.274647887;0.211267606;0.023474178;0.03286385;0.093896714;0.030516432;0.002347418;0.002347418;1.059642147;0.039761431;0.714408233;0.285591767;0.492911668;0.039258451;0.46782988;0.088336192;0.006003431;0.000857633;0.006003431;0.021440823;0.782161235;0.080617496;0.054030875;0.083190395;0.918032787;0.004098361;0;0.073770492;0.004098361;0.456967213;0.12704918;0.161885246;0.141393443;0.067622951;0.034836066;0.006147541;0.004098361
Finca La Dorotea;0;0.139240506;0.341772152;0.253164557;0.151898734;0.012658228;0.050632911;0.050632911;0;0;0;0.960714286;0.035714286;0.539735099;0.460264901;0.533653846;0.072115385;0.394230769;0.109271523;0.023178808;0;0;0.043046358;0.778145695;0.149006623;0.026490066;0.046357616;0.9875;0;0;0;0.0125;0.1125;0.125;0.225;0.2125;0.1625;0.0875;0.0625;0.0125
Fincas del Sur;0.01010101;0.01010101;0.04040404;0.060606061;0.141414141;0.02020202;0.080808081;0.101010101;0.383838384;0.04040404;0.111111111;0.939086294;0.015228426;0.925558313;0.074441687;0.771428571;0.004081633;0.224489796;0;0;0;0;0;0.965260546;0.012406948;0.017369727;0.004962779;1;0;0;0;0;0.06;0.13;0.14;0.32;0.21;0.08;0.04;0.02
General Arenales;0.016245487;0.194945848;0.341155235;0.229241877;0.155234657;0.009025271;0.02166065;0.027075812;0.005415162;0;0;0.969607843;0.028921569;0.551192146;0.448807854;0.565930599;0.058044164;0.376025237;0.122019635;0.010752688;0.018232819;0;0.006077606;0.823281907;0.130434783;0.033193081;0.013090229;0.943161634;0.005328597;0;0.037300178;0.014209591;0.095914742;0.168738899;0.198934281;0.223801066;0.152753108;0.072824156;0.063943162;0.023090586
General Artigas;0.168949772;0.079908676;0.212328767;0.178082192;0.173515982;0.0456621;0.043378995;0.03196347;0.054794521;0.00456621;0.006849315;0.943881001;0.020960108;0.779333333;0.220666667;0.605857741;0.082845188;0.311297071;0.035333333;0.000666667;0.000666667;0;0;0.82;0.166;0.013333333;0.000666667;0.947488584;0;0;0.050228311;0.002283105;0.123287671;0.262557078;0.148401826;0.205479452;0.146118721;0.057077626;0.043378995;0.01369863
General Belgrano;0.014823261;0.141391106;0.283922463;0.242873432;0.175598632;0.015963512;0.033067275;0.070695553;0.020524515;0;0.001140251;0.957202172;0.01884382;0.656688494;0.343311506;0.56315366;0.041834272;0.395012068;0.088244465;0.001559089;0.011225444;0;0;0.934830059;0.04147178;0.022139071;0.001559089;0.891647856;0;0;0.106094808;0.002257336;0.124153499;0.186230248;0.203160271;0.207674944;0.137697517;0.068848758;0.038374718;0.033860045
General Bustos;0.022886205;0.098537826;0.240517059;0.204704387;0.185844459;0.035812672;0.057427421;0.089001907;0.056791693;0.001271456;0.007204916;0.974820144;0.022182254;0.679351296;0.320648704;0.574194071;0.044305848;0.381500081;0.060273273;0.008491891;0.003064743;0.000446942;0.002426255;0.911505555;0.046992721;0.024964883;0.006321032;0.79820908;0.001665973;0.00062474;0.187838401;0.011661808;0.177009579;0.238858809;0.18971262;0.173261141;0.106830487;0.060183257;0.038942107;0.015201999
General Mosconi;0.044814341;0.250960307;0.350832266;0.202304738;0.106274008;0.015364917;0.007682458;0.017925736;0.003841229;0;0;0.960535117;0.046822742;0.424890006;0.575109994;0.554411106;0.057321988;0.388266906;0.185732244;0.072281584;0.025769956;0.004399749;0.007856694;0.777184161;0.16247643;0.031426776;0.028912634;0.76070529;0.011335013;0.052896725;0.159949622;0.01511335;0.098236776;0.170025189;0.182619647;0.191435768;0.151133501;0.089420655;0.061712846;0.055415617
General Paz;0.003141062;0.018846374;0.081667619;0.085665334;0.187321531;0.048543689;0.103940605;0.178754997;0.237292975;0.018560822;0.036264991;1.034587225;0.009719768;0.877297046;0.122702954;0.627002288;0.024633194;0.348364517;0.00837404;0.01558502;0.000465224;0.000814143;0.000930449;0.897301698;0.024075366;0.039776692;0.002209816;0.349040632;0.000282167;0.001410835;0.626975169;0.022291196;0.30727991;0.335778781;0.16986456;0.117099323;0.0496614;0.011851016;0.007900677;0.000564334
General Pueyrredon;0.03226269;0.086894178;0.184685976;0.17192429;0.189561227;0.040149125;0.071694867;0.109836536;0.095784342;0.006022369;0.011184399;0.989017369;0.023561856;0.709299676;0.290700324;0.584867548;0.041669071;0.373463381;0.063061011;0.037271609;0.008885041;0.000592336;0.006789083;0.831730988;0.110037818;0.026563995;0.015719688;0.67963903;0.011562324;0.018894529;0.269881557;0.020022561;0.199943598;0.245487874;0.194726452;0.175267908;0.101240835;0.045121263;0.029187817;0.009024253
General Savio;0.051764706;0.094117647;0.298823529;0.207058824;0.202352941;0.021176471;0.049411765;0.047058824;0.023529412;0.002352941;0.002352941;0.970350404;0.028301887;0.707901554;0.292098446;0.553225806;0.050806452;0.395967742;0.019430052;0;0;0.004533679;0;0.91126943;0.049870466;0.023316062;0.015544041;0.963963964;0;0;0.036036036;0;0.130630631;0.209459459;0.193693694;0.213963964;0.105855856;0.083333333;0.051801802;0.011261261
Granadero Pringles;0.105454545;0.083636364;0.185454545;0.24;0.174545455;0.023636364;0.058181818;0.076363636;0.045454545;0.001818182;0.005454545;0.991753711;0.028037383;0.699220779;0.300779221;0.560497057;0.04381949;0.395683453;0.04;0.005194805;0.005194805;0.003636364;0;0.894545455;0.05038961;0.042597403;0.012467532;0.930555556;0.003472222;0;0.059027778;0.006944444;0.154513889;0.234375;0.184027778;0.184027778;0.107638889;0.071180556;0.059027778;0.005208333
